major,school,requirements**
"Computer Sciences, B.S.",College of Letters & Science,Basic Computer Sciences;COMP SCI/MATH 240*COMP SCI/E C E 252*COMP SCI 300*COMP SCI/E C E 354*COMP SCI 400,Basic Calculus;MATH 221*MATH 222+MATH 171*MATH 217*MATH 222+MATH 275*MATH 276,"Additional Mathematics;#2(MATH 340*~MATH 375,STAT 324,COMP SCI 412,COMP SCI/E C E/MATH 435,COMP SCI/MATH 513,COMP SCI/MATH 514,COMP SCI/I SY E/MATH/STAT 525,COMP SCI/I SY E 526,ECE 331,MATH 234*~MATH375,MATH 319,MATH 320*~MATH375,MATH 321,MATH 322,MATH 331,MATH 341,MATH 375,MATH 376,MATH/STAT 431,MATH 443,MATH 461,MATH/COMP SCI/STAT 475,MATH 521,MATH 541,MATH 542,MATH 567,MATH/PHILOS 571,STAT/MATH 309,STAT/MATH 310,STAT 311,STAT 312)",Theory of Computer Science;COMP SCI 577+COMP SCI 520,"Software & Hardware;#2(COMP SCI 407,COMP SCI/E C E 506,COMP SCI 536*~COMP SCI 538,COMP SCI 538,COMP SCI 537,COMP SCI 542,COMP SCI/E C E 552,COMP SCI 564,COMP SCI 640,COMP SCI 642)",Applications;COMP SCI 412+COMP SCI/I SY E/MATH 425+COMP SCI/MATH 513+COMP SCI/MATH 514+COMP SCI/E C E/I SY E 524+COMP SCI/I SY E/MATH/STAT 525+COMP SCI 534+COMP SCI 540+COMP SCI 545+COMP SCI 559+COMP SCI 570+COMP SCI 571,"Electives;#2(COMP SCI 407,COMP SCI 412,COMP SCI/I SY E/MATH 425,COMP SCI/E C E/MATH 435,COMP SCI/STAT 471,COMP SCI/E C E 506,COMP SCI/MATH 513,COMP SCI/MATH 514,COMP SCI 520,COMP SCI/E C E/I SY E 524,COMP SCI/I SY E/MATH/STAT 525,COMP SCI/I SY E 526,COMP SCI/E C E/M E 532,COMP SCI/E C E 533,COMP SCI 534,COMP SCI 536,COMP SCI 537,COMP SCI 538,COMP SCI 539,COMP SCI 540,COMP SCI 542,COMP SCI 545,COMP SCI/E C E 552,COMP SCI/I SY E/M E 558,COMP SCI 559,COMP SCI 564,COMP SCI/B M I 567,COMP SCI 570,COMP SCI 571,COMP SCI/B M I 576,COMP SCI 577,COMP SCI/DS 579,COMP SCI/I SY E 635,COMP SCI 640,COMP SCI 642,COMP SCI 679,COMP SCI 639)"
